longitude;latitude;d_inter;annee_inter;type_inter;type_support;rue;code_commune;equipement_concerne
3.93898072140195;43.5692385888925;12/06/2012 00:00;2012;Fuite;Branchement;R DES DAPHNIES;34198;Branchement
3.87326246738599;43.5609544807716;12/06/2012 00:00;2012;Fuite;Branchement;PLAN DES PITTOSPORES;34129;Branchement
3.91594251783204;43.5686628997702;08/06/2012 00:00;2012;Fuite;Branchement;R DES ORANGERS;34129;Branchement
3.87724903522725;43.56001961482;06/06/2012 00:00;2012;Fuite;Canalisation;R DU FORUM;34129;Canalisation
3.87535415005687;43.558886059006;06/06/2012 00:00;2012;Fuite;Branchement;PLAN DES YEUSES;34129;Branchement
3.9034999221493;43.5633676791061;04/06/2012 00:00;2012;Fuite;Branchement;AV FANFONNE GUILLERME;34129;Branchement
3.88044016535236;43.5644755498838;31/05/2012 00:00;2012;Fuite;Appareils et pièces;R DU CLOS DES ENTREPRISES;34129;Appareils et pièces
3.87327301484873;43.5608637691782;30/05/2012 00:00;2012;Fuite;Branchement;PLAN DES PITTOSPORES;34129;Branchement
3.87241633642954;43.5611346620951;30/05/2012 00:00;2012;Fuite;Branchement;R DES PITTOSPORES;34129;Branchement
3.87524830301065;43.5588281671929;25/05/2012 00:00;2012;Fuite;Branchement;PLAN DES YEUSES;34129;Branchement
3.91175681107729;43.5709800607442;24/05/2012 00:00;2012;Fuite;Branchement;R DES CAMELIAS;34129;Branchement
3.87811830677793;43.5620669276159;23/05/2012 00:00;2012;Fuite;Branchement;R DES ROBINIERS;34129;Branchement
3.87226626177421;43.5639046189532;16/05/2012 00:00;2012;Fuite;Branchement;PLAN DE SEPTIMANIE;34129;Branchement
3.87231239319577;43.5638179113031;16/05/2012 00:00;2012;Fuite;Branchement;PLAN DE SEPTIMANIE;34129;Branchement
3.8732827817735;43.5634974183677;15/05/2012 00:00;2012;Fuite;Appareils et pièces;AV DE SEPTIMANIE;34129;Appareils et pièces
3.87415308629704;43.5639392695621;15/05/2012 00:00;2012;Fuite;Canalisation;PLAN DU MAS DE COCON;34129;Canalisation
3.87421191141559;43.5638676192236;15/05/2012 00:00;2012;Fuite;Branchement;PLAN DU MAS DE COCON;34129;Branchement
3.87433982617812;43.564582060199;14/05/2012 00:00;2012;Fuite;;AV MONTPELLIERET DIT PAYSAGER;34129;
3.90358205908678;43.5649783306292;14/05/2012 00:00;2012;Fuite;Branchement;R LA PEROUSE;34129;Branchement
3.87421191141559;43.5638676192236;14/05/2012 00:00;2012;Fuite;Branchement;PLAN DU MAS DE COCON;34129;Branchement
